freq/Hz,Re(Z)/Ohm*cm^2,-Im(Z)/Ohm*cm^2
7.1022728000E+01,4.2359361500E+00,5.3894305000E-01
6.0876625000E+01,4.2924571000E+00,5.7126505000E-01
5.2152874000E+01,4.3463897500E+00,6.0563295000E-01
4.4728058000E+01,4.4036560000E+00,6.4252020000E-01
3.8343559000E+01,4.4663558000E+00,6.7951000000E-01
3.2865086000E+01,4.5352931000E+00,7.1560090000E-01
2.8170074000E+01,4.6057124000E+00,7.5368135000E-01
2.4142458000E+01,4.6803937000E+00,7.9299455000E-01
2.0667992000E+01,4.7647295000E+00,8.2626410000E-01
1.7715418000E+01,4.8488884000E+00,8.6748625000E-01
1.5199415000E+01,4.9396868000E+00,9.0386405000E-01
1.3020833000E+01,5.0355845000E+00,9.4125660000E-01
1.1160713000E+01,5.1389190000E+00,9.7416415000E-01
9.5624247000E+00,5.2415650000E+00,1.0055498000E+00
8.1892033000E+00,5.3459435000E+00,1.0364817500E+00
7.0256276000E+00,5.4647060000E+00,1.0657876500E+00
6.0188751000E+00,5.5858325000E+00,1.0954540000E+00
5.1601720000E+00,5.7141415000E+00,1.1047280000E+00
4.4188347000E+00,5.8272310000E+00,1.1317271000E+00
3.7924759000E+00,5.9500240000E+00,1.1298269000E+00
3.2497916000E+00,6.0915080000E+00,1.1456043500E+00
2.7822297000E+00,6.2086450000E+00,1.1554483000E+00
2.3847680000E+00,6.3379220000E+00,1.1404942500E+00
2.0430176000E+00,6.4778750000E+00,1.1341630000E+00
1.7516816000E+00,6.6029010000E+00,1.1289966000E+00
1.5035604000E+00,6.7228010000E+00,1.1047519500E+00
1.2887658000E+00,6.8515675000E+00,1.0711759500E+00
1.1047090000E+00,6.9782695000E+00,1.0445839000E+00
9.4559461000E-01,7.0921100000E+00,1.0131954000E+00
8.1076193000E-01,7.1966995000E+00,9.6922170000E-01
6.9395095000E-01,7.3051470000E+00,9.2273760000E-01
5.9591913000E-01,7.4062865000E+00,8.6852590000E-01
5.1062095000E-01,7.4952370000E+00,8.2261690000E-01
4.3767506000E-01,7.5756130000E+00,7.6842045000E-01
3.7502402000E-01,7.6509565000E+00,7.1118665000E-01
3.2144913000E-01,7.7207615000E+00,6.5458555000E-01
2.7528188000E-01,7.7834985000E+00,6.0167515000E-01
2.3622704000E-01,7.8345290000E+00,5.4984810000E-01
2.0234396000E-01,7.8797025000E+00,4.9845168000E-01
1.7341843000E-01,7.9208690000E+00,4.4851389500E-01
1.4859445000E-01,7.9573070000E+00,4.0327751500E-01
1.2735555000E-01,7.9878365000E+00,3.6082485500E-01
1.0915885000E-01,8.0124235000E+00,3.2281258500E-01
9.3500197000E-02,8.0340995000E+00,2.8614735500E-01
8.0111787000E-02,8.0537005000E+00,2.5253734000E-01
6.8729654000E-02,8.0705070000E+00,2.2298544500E-01
5.8819320000E-02,8.0849725000E+00,1.9692959000E-01
5.0462481000E-02,8.0963400000E+00,1.7364856500E-01
4.3254748000E-02,8.1076565000E+00,1.5254600500E-01
3.7026066000E-02,8.1181305000E+00,1.3349083000E-01
3.1775698000E-02,8.1271650000E+00,1.1720791500E-01
2.7225051000E-02,8.1325600000E+00,1.0291738000E-01
2.3316164000E-02,8.1385515000E+00,9.0321215000E-02
1.9992474000E-02,8.1425180000E+00,7.8656300000E-02
