freq/Hz,Re(Z)/Ohm*cm^2,-Im(Z)/Ohm*cm^2
2.8472668000E+02,3.9426052500E+00,2.9781919500E-01
2.4414059000E+02,3.9700939500E+00,3.1836891000E-01
2.0899681000E+02,3.9963298000E+00,3.4015643500E-01
1.7914014000E+02,4.0284500000E+00,3.6017683000E-01
1.5367227000E+02,4.0599489000E+00,3.8321215000E-01
1.3172824000E+02,4.0942344500E+00,4.0742844500E-01
1.1286903000E+02,4.1318145000E+00,4.3323758000E-01
9.6765022000E+01,4.1715250000E+00,4.5940834500E-01
8.2904221000E+01,4.2162761500E+00,4.8808264500E-01
7.1022728000E+01,4.2609863500E+00,5.1830385000E-01
6.0876625000E+01,4.3118472000E+00,5.4491840000E-01
5.2152874000E+01,4.3675713500E+00,5.7754735000E-01
4.4728058000E+01,4.4221096000E+00,6.0875935000E-01
3.8343559000E+01,4.4830179000E+00,6.3932210000E-01
3.2865086000E+01,4.5484652500E+00,6.7216675000E-01
2.8170074000E+01,4.6147823500E+00,7.0404995000E-01
2.4142458000E+01,4.6871114000E+00,7.3585230000E-01
2.0667992000E+01,4.7651086000E+00,7.6652765000E-01
1.7715418000E+01,4.8464169500E+00,7.9900340000E-01
1.5199415000E+01,4.9302249000E+00,8.2661350000E-01
1.3020833000E+01,5.0197490000E+00,8.5412700000E-01
1.1160713000E+01,5.1156970000E+00,8.7888990000E-01
9.5624247000E+00,5.2086310000E+00,9.0245775000E-01
8.1892033000E+00,5.3106475000E+00,9.2913475000E-01
7.0256276000E+00,5.4169265000E+00,9.4243560000E-01
6.0188751000E+00,5.5318970000E+00,9.5955800000E-01
5.1601720000E+00,5.6292120000E+00,9.5528245000E-01
4.4188347000E+00,5.7492665000E+00,9.7037010000E-01
3.7924759000E+00,5.8439795000E+00,9.7121205000E-01
3.2497916000E+00,5.9618860000E+00,9.5912630000E-01
2.7822297000E+00,6.0741150000E+00,9.5746795000E-01
2.3847680000E+00,6.1731430000E+00,9.4509090000E-01
2.0430176000E+00,6.2831040000E+00,9.1725940000E-01
1.7516816000E+00,6.3917090000E+00,8.9876185000E-01
1.5035604000E+00,6.4865180000E+00,8.7661755000E-01
1.2887658000E+00,6.5765500000E+00,8.4251000000E-01
1.1047090000E+00,6.6703175000E+00,8.0274965000E-01
9.4559461000E-01,6.7607190000E+00,7.6820290000E-01
8.1076193000E-01,6.8395835000E+00,7.3250715000E-01
6.9395095000E-01,6.9140165000E+00,6.9166660000E-01
5.9591913000E-01,6.9771600000E+00,6.4405745000E-01
5.1062095000E-01,7.0446075000E+00,6.0104010000E-01
4.3767506000E-01,7.1007705000E+00,5.6035565000E-01
3.7502402000E-01,7.1494525000E+00,5.1838685000E-01
3.2144913000E-01,7.1937530000E+00,4.7435727500E-01
2.7528188000E-01,7.2370425000E+00,4.3296468500E-01
2.3622704000E-01,7.2714295000E+00,3.9496770500E-01
2.0234396000E-01,7.3026850000E+00,3.5923713500E-01
1.7341843000E-01,7.3286000000E+00,3.2460925000E-01
1.4859445000E-01,7.3509225000E+00,2.9083004500E-01
1.2735555000E-01,7.3715210000E+00,2.6105103000E-01
1.0915885000E-01,7.3888540000E+00,2.3361049500E-01
9.3500197000E-02,7.4034705000E+00,2.0900923000E-01
8.0111787000E-02,7.4159570000E+00,1.8607607500E-01
6.8729654000E-02,7.4270300000E+00,1.6483754000E-01
5.8819320000E-02,7.4354655000E+00,1.4644789500E-01
5.0462481000E-02,7.4431460000E+00,1.2979205000E-01
4.3254748000E-02,7.4495365000E+00,1.1485223500E-01
3.7026066000E-02,7.4557040000E+00,1.0143510500E-01
3.1775698000E-02,7.4591930000E+00,8.8621015000E-02
2.7225051000E-02,7.4616800000E+00,7.8408005000E-02
2.3316164000E-02,7.4634640000E+00,6.9122090000E-02
1.9992474000E-02,7.4646625000E+00,6.1383730000E-02
